timestamp,seq,mode,board,cam,meas_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,mono_dist,meas_az,meas_el
1780308442.320927,0,codex_window_split_cam,BOARD_1,2,0,3394.060,46.360,3474.060,106.360,3434.060,76.360,80.000,60.000,300.000000,6.900013,4.600017
1780308442.320927,1,codex_window_split_cam,BOARD_2,1,1,0.000,2099.000,80.000,2159.000,40.000,2129.000,80.000,60.000,300.000000,6.991592,4.692083
1780308442.320927,2,codex_window_split_cam,BOARD_2,2,2,3377.400,2099.000,3457.400,2159.000,3417.400,2129.000,80.000,60.000,300.000000,6.899989,4.692083
1780308442.720752,3,codex_window_split_cam,BOARD_1,2,0,3394.060,46.360,3474.060,106.360,3434.060,76.360,80.000,60.000,300.000000,6.900013,4.600017
1780308442.720752,4,codex_window_split_cam,BOARD_2,1,1,0.000,2099.000,80.000,2159.000,40.000,2129.000,80.000,60.000,300.000000,6.991592,4.692083
1780308442.720752,5,codex_window_split_cam,BOARD_2,2,2,3377.400,2099.000,3457.400,2159.000,3417.400,2129.000,80.000,60.000,300.000000,6.899989,4.692083
1780308443.124052,6,codex_window_split_cam,BOARD_1,2,0,3394.060,46.360,3474.060,106.360,3434.060,76.360,80.000,60.000,300.000000,6.900013,4.600017
1780308443.124052,7,codex_window_split_cam,BOARD_2,1,1,0.000,2099.000,80.000,2159.000,40.000,2129.000,80.000,60.000,300.000000,6.991592,4.692083
1780308443.124052,8,codex_window_split_cam,BOARD_2,2,2,3377.400,2099.000,3457.400,2159.000,3417.400,2129.000,80.000,60.000,300.000000,6.899989,4.692083
1780308443.530504,9,codex_window_split_cam,BOARD_1,2,0,3394.060,46.360,3474.060,106.360,3434.060,76.360,80.000,60.000,300.000000,6.900013,4.600017
1780308443.530504,10,codex_window_split_cam,BOARD_2,1,1,0.000,2099.000,80.000,2159.000,40.000,2129.000,80.000,60.000,300.000000,6.991592,4.692083
1780308443.530504,11,codex_window_split_cam,BOARD_2,2,2,3377.400,2099.000,3457.400,2159.000,3417.400,2129.000,80.000,60.000,300.000000,6.899989,4.692083
1780308443.929765,12,codex_window_split_cam,BOARD_1,2,0,3394.060,46.360,3474.060,106.360,3434.060,76.360,80.000,60.000,300.000000,6.900013,4.600017
1780308443.929765,13,codex_window_split_cam,BOARD_2,1,1,0.000,2099.000,80.000,2159.000,40.000,2129.000,80.000,60.000,300.000000,6.991592,4.692083
1780308443.929765,14,codex_window_split_cam,BOARD_2,2,2,3377.400,2099.000,3457.400,2159.000,3417.400,2129.000,80.000,60.000,300.000000,6.899989,4.692083
