timestamp,seq,mode,board,cam,meas_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,mono_dist,meas_az,meas_el
1780313945.648204,,,BOARD_2,0,0,531.000,384.000,2023.000,1688.000,1277.000,1036.000,1492.000,1304.000,4.180000,31.378261,9.701667
1780313945.987381,,,BOARD_2,0,0,532.000,383.000,2024.000,1687.000,1278.000,1035.000,1492.000,1304.000,4.180000,31.382819,9.706250
1780313946.323421,,,BOARD_2,0,0,532.000,380.000,2024.000,1684.000,1278.000,1032.000,1492.000,1304.000,4.180000,31.382819,9.720000
1780313946.665481,,,BOARD_2,0,0,523.000,379.000,2015.000,1683.000,1269.000,1031.000,1492.000,1304.000,4.180000,31.341803,9.724583
1780313947.009179,,,BOARD_2,0,0,553.000,376.000,2045.000,1680.000,1299.000,1028.000,1492.000,1304.000,4.180000,31.478522,9.738333
1780313947.343839,,,BOARD_2,0,0,524.000,373.000,2016.000,1677.000,1270.000,1025.000,1492.000,1304.000,4.180000,31.346360,9.752083
1780313947.687322,,,BOARD_2,0,0,541.000,373.000,2033.000,1677.000,1287.000,1025.000,1492.000,1304.000,4.180000,31.423834,9.752083
1780313948.019606,,,BOARD_2,0,0,545.000,373.000,2037.000,1677.000,1291.000,1025.000,1492.000,1304.000,4.180000,31.442064,9.752083
1780313948.364503,,,BOARD_2,0,0,514.000,374.000,2006.000,1678.000,1260.000,1026.000,1492.000,1304.000,4.180000,31.300787,9.747500
1780313948.695667,,,BOARD_2,0,0,538.000,371.000,2030.000,1675.000,1284.000,1023.000,1492.000,1304.000,4.180000,31.410162,9.761250
1780313949.045416,,,BOARD_2,0,0,507.000,371.000,1999.000,1675.000,1253.000,1023.000,1492.000,1304.000,4.180000,31.268886,9.761250
1780313949.378908,,,BOARD_2,0,0,505.000,371.000,1997.000,1675.000,1251.000,1023.000,1492.000,1304.000,4.180000,31.259772,9.761250
1780313949.721227,,,BOARD_2,0,0,507.000,371.000,1999.000,1675.000,1253.000,1023.000,1492.000,1304.000,4.180000,31.268886,9.761250
1780313950.057346,,,BOARD_2,0,0,539.000,369.000,2031.000,1673.000,1285.000,1021.000,1492.000,1304.000,4.180000,31.414720,9.770417
1780313950.400014,,,BOARD_2,0,0,506.000,366.000,1998.000,1670.000,1252.000,1018.000,1492.000,1304.000,4.180000,31.264329,9.784167
1780313950.733924,,,BOARD_2,0,0,546.000,365.000,2038.000,1669.000,1292.000,1017.000,1492.000,1304.000,4.180000,31.446621,9.788750
1780313951.077092,,,BOARD_2,0,0,549.000,362.000,2041.000,1666.000,1295.000,1014.000,1492.000,1304.000,4.180000,31.460293,9.802500
1780313951.414486,,,BOARD_2,0,0,571.000,360.000,2063.000,1664.000,1317.000,1012.000,1492.000,1304.000,4.180000,31.560553,9.811667
1780313952.090725,,,BOARD_2,0,0,1512.000,773.000,1748.000,1249.000,1630.000,1011.000,236.000,476.000,26.430000,32.986985,9.816250
1780313953.109583,,,BOARD_2,0,0,2124.000,364.000,3616.000,1668.000,2870.000,1016.000,1492.000,1304.000,4.180000,38.638027,9.793333
1780313953.445404,,,BOARD_2,0,0,2306.000,332.000,3798.000,1636.000,3052.000,984.000,1492.000,1304.000,4.180000,39.467454,9.940000
1780313953.789129,,,BOARD_2,0,0,2454.000,360.000,3946.000,1664.000,3200.000,1012.000,1492.000,1304.000,4.180000,40.141933,9.811667
1780313954.123864,,,BOARD_2,0,0,2487.000,333.000,3979.000,1637.000,3233.000,985.000,1492.000,1304.000,4.180000,40.292324,9.935417
1780313954.464313,,,BOARD_2,0,0,2525.000,327.000,4017.000,1631.000,3271.000,979.000,1492.000,1304.000,4.180000,40.465501,9.962917
1780313954.801200,,,BOARD_2,0,0,2620.000,328.000,4112.000,1632.000,3366.000,980.000,1492.000,1304.000,4.180000,40.898444,9.958333
1780313955.146455,,,BOARD_2,0,0,2662.000,326.000,4154.000,1630.000,3408.000,978.000,1492.000,1304.000,4.180000,41.089850,9.967500
1780313955.481538,,,BOARD_2,0,0,2715.000,325.000,4207.000,1629.000,3461.000,977.000,1492.000,1304.000,4.180000,41.331386,9.972083
1780313955.823881,,,BOARD_2,0,0,2782.000,317.000,4274.000,1621.000,3528.000,969.000,1492.000,1304.000,4.180000,41.636725,10.008750
1780313956.156887,,,BOARD_2,0,0,2911.000,320.000,4403.000,1624.000,3657.000,972.000,1492.000,1304.000,4.180000,42.224616,9.995000
1780313957.857932,,,BOARD_2,0,0,559.000,338.000,2051.000,1642.000,1305.000,990.000,1492.000,1304.000,4.180000,31.505866,9.912500
1780313959.875490,,,BOARD_2,0,0,-602.000,279.000,890.000,1583.000,144.000,931.000,1492.000,1304.000,4.180000,26.214850,10.182917
1780313960.552377,,,BOARD_2,0,0,1347.000,246.000,2839.000,1550.000,2093.000,898.000,1492.000,1304.000,4.180000,35.097011,10.334167
1780313963.248610,,,BOARD_2,0,0,2952.000,155.000,4444.000,1459.000,3698.000,807.000,1492.000,1304.000,4.180000,42.411465,10.751250
1780313963.582201,,,BOARD_2,0,0,2535.000,171.000,4027.000,1475.000,3281.000,823.000,1492.000,1304.000,4.180000,40.511074,10.677917
1780313963.924925,,,BOARD_2,0,0,2216.000,170.000,3708.000,1474.000,2962.000,822.000,1492.000,1304.000,4.180000,39.057298,10.682500
1780313964.258851,,,BOARD_2,0,0,2019.000,208.000,3511.000,1512.000,2765.000,860.000,1492.000,1304.000,4.180000,38.159511,10.508333
1780313964.601020,,,BOARD_2,0,0,1904.000,169.000,3396.000,1473.000,2650.000,821.000,1492.000,1304.000,4.180000,37.635423,10.687083
1780313964.939148,,,BOARD_2,0,0,1888.000,167.000,3380.000,1471.000,2634.000,819.000,1492.000,1304.000,4.180000,37.562506,10.696250
1780313965.273212,,,BOARD_2,0,0,1863.000,195.000,3355.000,1499.000,2609.000,847.000,1492.000,1304.000,4.180000,37.448574,10.567917
