timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,internal_track_id,ui_id,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,clipped_bbox_x1,clipped_bbox_y1,clipped_bbox_x2,clipped_bbox_y2,is_edge_bbox,visible_ratio
1780384367.456286,,,NEW_TRACK,1,0,359.131628,46.076875,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384367.806075,,,MATCH_REJECT,1,0,358.421016,35.577708,359.131628,,46.076875,10.523187,5.796251,1.830301,1.675000,1.675000,1,1,,,,,,,,,,,,,,,,,,,,,
1780384367.806579,,,NEW_TRACK,2,0,358.421016,35.577708,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384367.806579,,,NEW_TRACK,3,1,320.907735,70.407292,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384368.056045,,,MATCH_ACCEPT,3,0,323.968152,74.558542,320.907735,,70.407292,5.157424,6.737142,1.824762,1.664878,1.664878,1,1,,,,,,,,,,,,,,,,,,,,,
1780384371.551576,,,MATCH_REJECT,1,0,61.863985,78.321458,359.131628,,46.076875,70.534118,31.386808,18.890672,178.428746,178.428746,0,19,,,,,,,,,,,,,,,,,,,,,
1780384371.551576,,,NEW_TRACK,4,0,61.863985,78.321458,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384371.910752,,,MATCH_REJECT,2,1,319.489376,39.450625,358.421016,,35.577708,39.123805,32.384628,18.923085,179.041576,179.041576,0,19,,,,,,,,,,,,,,,,,,,,,
1780384371.911258,,,MATCH_REJECT,3,0,316.764115,49.633542,325.131204,,84.456830,35.814377,28.641794,17.494063,163.967813,142.074415,1,18,,,,,,,,,,,,,,,,,,,,,
1780384371.911258,,,NEW_TRACK,5,0,316.764115,49.633542,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384371.911258,,,NEW_TRACK,6,1,319.489376,39.450625,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780384372.379173,,,MATCH_ACCEPT,5,1,320.596797,46.599375,316.764115,,49.633542,4.888315,6.164660,2.509307,3.148310,3.148310,1,2,,,,,,,,,,,,,,,,,,,,,
1780384372.379173,,,MATCH_ACCEPT,6,0,321.508256,45.389375,319.489376,,39.450625,6.272530,6.783960,2.509307,3.148310,3.148310,1,2,,,,,,,,,,,,,,,,,,,,,
1780384373.828869,,,MATCH_REJECT,1,0,40.835339,72.940625,359.131628,,46.076875,49.607062,47.903905,29.902070,447.066897,447.066897,0,29,,,,,,,,,,,,,,,,,,,,,
