timestamp,seq,mode,board,cam,meas_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,mono_dist,meas_az,meas_el
1779608787.374089,0,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.438564,1,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.504656,2,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.571486,3,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.637054,4,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.703789,5,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.772666,6,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.839607,7,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.908202,8,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608787.973516,9,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.038218,10,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.107956,11,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.173974,12,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.239464,13,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.305681,14,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.377582,15,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.438794,16,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.504381,17,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779608788.574235,18,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
