timestamp,seq,mode,board,cam,meas_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,mono_dist,meas_az,meas_el
1779607571.544772,41,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607571.609647,42,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607571.674980,43,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607571.741108,44,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607571.811311,45,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607571.876885,46,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607571.943396,47,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.010351,48,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.075830,49,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.140502,50,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.208568,51,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.274751,52,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.344888,53,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.409188,54,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.475551,55,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.542026,56,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.608778,57,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.674675,58,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.740533,59,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.811945,60,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.878687,61,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607572.945275,62,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.011639,63,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.078865,64,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.140610,65,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.212268,66,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.277958,67,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.344365,68,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.410652,69,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.477269,70,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.542141,71,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.608750,72,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.675545,73,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
1779607573.742632,74,static_single,BOARD_1,2,0,1860.000,1040.000,1980.000,1120.000,1920.000,1080.000,120.000,80.000,300.000000,0.000000,0.000000
