timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason
1779608112.856863,0,static_single,NEW_TRACK,1,0,0.000000,0.000000,,,,,,1.000000,1.000000,1,0,
1779608112.922918,1,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.868411,1.478941,1.093633,1.093633,1,1,
1779608112.989185,2,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.163476,1.008984,0.686892,0.331157,2,1,
1779608112.989185,2,static_single,TargetAcquire,1,,,,,,,,,,,,,initial_acquire
1779608113.062731,3,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.163140,1.008760,0.665531,0.352065,3,2,
1779608113.118267,4,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.043637,0.929091,0.584607,0.278604,4,1,
1779608113.185285,5,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.042814,0.928543,0.585265,0.276927,5,1,
1779608113.254895,6,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.050383,0.933589,0.596293,0.275295,6,1,
1779608113.321041,7,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.030981,0.920654,0.586895,0.260709,7,1,
1779608113.386927,8,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,3.007048,0.904699,0.571392,0.247088,8,1,
1779608113.452194,9,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.980526,0.887017,0.551650,0.235150,9,1,
1779608113.522637,10,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.969114,0.879409,0.542489,0.230872,10,1,
1779608113.589226,11,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.943803,0.862535,0.521833,0.222135,11,1,
1779608113.654326,12,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.918787,0.845858,0.500902,0.214574,12,1,
1779608113.720027,13,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.900021,0.833347,0.484592,0.209876,13,1,
1779608113.786327,14,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.885785,0.823857,0.471825,0.206915,14,1,
1779608113.855172,15,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.878701,0.819134,0.464572,0.206409,15,1,
1779608113.920763,16,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.865368,0.810245,0.453227,0.203270,16,1,
1779608113.989030,17,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.858959,0.805973,0.446986,0.202606,17,1,
1779608114.054608,18,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.850305,0.800203,0.439500,0.200825,18,1,
1779608114.120493,19,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.843248,0.795499,0.433319,0.199500,19,1,
1779608114.188482,20,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.841494,0.794329,0.430989,0.199970,20,1,
1779608114.254331,21,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.835953,0.790635,0.426375,0.198729,21,1,
1779608114.319031,22,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.829937,0.786625,0.421532,0.197246,22,1,
1779608114.385736,23,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.828252,0.785501,0.419675,0.197337,23,1,
1779608114.452447,24,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.828687,0.785791,0.419440,0.198028,24,1,
1779608114.518024,25,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.825997,0.783998,0.417308,0.197344,25,1,
1779608114.588903,26,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.832962,0.788641,0.421697,0.200258,26,1,
1779608114.588903,26,static_single,TargetKeep,1,,,,,,,,,,,,,lock_timer_expired
1779608114.654365,27,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.828112,0.785408,0.418522,0.198344,27,1,
1779608114.721834,28,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.828127,0.785418,0.418408,0.198473,28,1,
1779608114.786916,29,static_single,MATCH_ACCEPT,1,0,0.000000,0.000000,0.000000,0.000000,0.000000,2.824064,0.782710,0.415595,0.197040,29,1,
1779608115.634481,,no_packet,TRACK_DELETE,1,,,,0.000000,0.000000,,,,3.711524,2.905694,30,12,
