timestamp,seq,mode,board,cam,meas_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,mono_dist,meas_az,meas_el
1780299570.980404,,,BOARD_2,3,0,1450.000,2162.000,1686.000,2638.000,1568.000,2400.000,236.000,476.000,26.430000,341.166833,3.450000
1780299570.980404,,,BOARD_2,3,1,964.000,2144.000,1028.000,2264.000,996.000,2204.000,64.000,120.000,97.460000,338.560063,4.348333
1780299571.059519,,,BOARD_2,4,0,635.000,2080.000,871.000,2556.000,753.000,2318.000,236.000,476.000,26.430000,337.051941,3.825833
1780299571.205232,,,BOARD_2,1,0,1071.000,2065.000,1307.000,2541.000,1189.000,2303.000,236.000,476.000,26.430000,12.227920,3.894583
1780299571.331522,,,BOARD_2,3,0,369.000,1631.000,605.000,2107.000,487.000,1869.000,236.000,476.000,26.430000,336.240401,5.883750
1780299571.427430,,,BOARD_2,4,0,3719.000,1695.000,4183.000,2055.000,3951.000,1875.000,464.000,360.000,13.440000,351.626159,5.856250
1780299571.453965,,,BOARD_2,1,0,297.000,2153.000,533.000,2629.000,415.000,2391.000,236.000,476.000,26.430000,8.700576,3.491250
1780299571.453965,,,BOARD_2,1,1,473.000,2105.000,709.000,2581.000,591.000,2343.000,236.000,476.000,26.430000,9.502659,3.711250
1780299571.453965,,,BOARD_2,1,2,185.000,2153.000,421.000,2629.000,303.000,2391.000,236.000,476.000,26.430000,8.190159,3.491250
1780299571.453965,,,BOARD_2,1,3,851.000,2047.000,915.000,2167.000,883.000,2107.000,64.000,120.000,97.460000,10.833389,4.792917
1780299571.574964,,,BOARD_2,3,0,741.000,1692.000,1205.000,2052.000,973.000,1872.000,464.000,360.000,13.440000,338.455245,5.870000
1780299571.574964,,,BOARD_2,3,1,933.000,1692.000,1397.000,2052.000,1165.000,1872.000,464.000,360.000,13.440000,339.330245,5.870000
1780299571.665125,,,BOARD_2,4,0,1305.000,1793.000,1541.000,2269.000,1423.000,2031.000,236.000,476.000,26.430000,340.105326,5.141250
1780299571.665125,,,BOARD_2,4,1,1305.000,1649.000,1541.000,2125.000,1423.000,1887.000,236.000,476.000,26.430000,340.105326,5.801250
1780299571.795915,,,BOARD_2,1,0,-62.000,2025.000,174.000,2501.000,56.000,2263.000,236.000,476.000,26.430000,7.064508,4.077917
1780299571.795915,,,BOARD_2,1,1,162.000,2073.000,398.000,2549.000,280.000,2311.000,236.000,476.000,26.430000,8.085342,3.857917
1780299571.943532,,,BOARD_2,3,0,1409.000,2377.000,1472.000,2497.000,1440.500,2437.000,63.000,120.000,99.000000,340.585779,3.280417
1780299572.007895,,,BOARD_2,4,0,281.000,2390.000,529.000,2570.000,405.000,2480.000,248.000,180.000,25.150000,335.466003,3.083333
1780299572.079953,,,BOARD_2,1,0,482.000,1824.000,718.000,2300.000,600.000,2062.000,236.000,476.000,26.430000,9.543675,4.999167
1780299572.079953,,,BOARD_2,1,1,-46.000,2160.000,190.000,2636.000,72.000,2398.000,236.000,476.000,26.430000,7.137425,3.459167
