timestamp,seq,mode,board,cam,meas_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,mono_dist,meas_az,meas_el
1780303911.536391,,,BOARD_2,2,0,3267.000,1769.000,3503.000,2245.000,3385.000,2007.000,236.000,476.000,26.430000,6.752332,5.251250
1780303911.536391,,,BOARD_2,2,1,3405.000,1597.000,3653.000,1777.000,3529.000,1687.000,248.000,180.000,25.150000,7.408582,6.717917
1780303911.536391,,,BOARD_2,2,2,3475.000,1673.000,3711.000,2149.000,3593.000,1911.000,236.000,476.000,26.430000,7.700249,5.691250
1780303911.536391,,,BOARD_2,2,3,3619.000,1833.000,3855.000,2309.000,3737.000,2071.000,236.000,476.000,26.430000,8.356499,4.957917
1780303911.536391,,,BOARD_2,2,4,3203.000,1657.000,3439.000,2133.000,3321.000,1895.000,236.000,476.000,26.430000,6.460666,5.764583
1780303911.621200,,,BOARD_2,3,0,1437.000,2145.000,1673.000,2621.000,1555.000,2383.000,236.000,476.000,26.430000,341.107589,3.527917
1780303912.032772,,,BOARD_2,1,0,476.000,2121.000,712.000,2597.000,594.000,2359.000,236.000,476.000,26.430000,9.516331,3.637917
1780303912.049151,,,BOARD_2,2,0,3474.000,1675.000,3710.000,2151.000,3592.000,1913.000,236.000,476.000,26.430000,7.695692,5.682083
1780303912.049151,,,BOARD_2,2,1,3266.000,1771.000,3502.000,2247.000,3384.000,2009.000,236.000,476.000,26.430000,6.747775,5.242083
1780303912.049151,,,BOARD_2,2,2,3618.000,1835.000,3854.000,2311.000,3736.000,2073.000,236.000,476.000,26.430000,8.351942,4.948750
1780303912.049151,,,BOARD_2,2,3,3404.000,1599.000,3652.000,1779.000,3528.000,1689.000,248.000,180.000,25.150000,7.404025,6.708750
1780303912.049151,,,BOARD_2,2,4,3698.000,1611.000,3934.000,2087.000,3816.000,1849.000,236.000,476.000,26.430000,8.716525,5.975417
1780303912.066468,,,BOARD_2,3,0,520.000,1785.000,756.000,2261.000,638.000,2023.000,236.000,476.000,26.430000,336.928552,5.177917
1780303912.066468,,,BOARD_2,3,1,376.000,1705.000,612.000,2181.000,494.000,1943.000,236.000,476.000,26.430000,336.272302,5.544583
1780303912.216015,,,BOARD_2,4,0,3509.000,2203.000,3745.000,2679.000,3627.000,2441.000,236.000,476.000,26.430000,350.149597,3.262083
1780303912.216015,,,BOARD_2,4,1,3493.000,1627.000,3729.000,2103.000,3611.000,1865.000,236.000,476.000,26.430000,350.076680,5.902083
1780303912.258869,,,BOARD_2,1,0,1060.000,1935.000,1296.000,2411.000,1178.000,2173.000,236.000,476.000,26.430000,12.177790,4.490417
1780303912.429164,,,BOARD_2,2,0,3267.000,1770.000,3503.000,2246.000,3385.000,2008.000,236.000,476.000,26.430000,6.752332,5.246667
1780303912.429164,,,BOARD_2,2,1,3475.000,1674.000,3711.000,2150.000,3593.000,1912.000,236.000,476.000,26.430000,7.700249,5.686667
1780303912.429164,,,BOARD_2,2,2,3405.000,1598.000,3653.000,1778.000,3529.000,1688.000,248.000,180.000,25.150000,7.408582,6.713333
1780303912.429164,,,BOARD_2,2,3,3619.000,1834.000,3855.000,2310.000,3737.000,2072.000,236.000,476.000,26.430000,8.356499,4.953333
1780303912.429164,,,BOARD_2,2,4,3581.000,1502.000,3829.000,1682.000,3705.000,1592.000,248.000,180.000,25.150000,8.210666,7.153333
1780303912.479752,,,BOARD_2,3,0,1438.000,2146.000,1674.000,2622.000,1556.000,2384.000,236.000,476.000,26.430000,341.112146,3.523333
1780303912.479752,,,BOARD_2,3,1,1464.000,2118.000,1584.000,2362.000,1524.000,2240.000,120.000,244.000,51.980000,340.966313,4.183333
1780303912.664809,,,BOARD_2,1,0,204.000,2153.000,440.000,2629.000,322.000,2391.000,236.000,476.000,26.430000,8.276748,3.491250
1780303912.664809,,,BOARD_2,1,1,476.000,2105.000,712.000,2581.000,594.000,2343.000,236.000,476.000,26.430000,9.516331,3.711250
1780303912.884810,,,BOARD_2,3,0,1441.000,2147.000,1677.000,2623.000,1559.000,2385.000,236.000,476.000,26.430000,341.125818,3.518750
1780303912.949085,,,BOARD_2,4,0,3496.000,2207.000,3732.000,2683.000,3614.000,2445.000,236.000,476.000,26.430000,350.090352,3.243750
1780303912.949085,,,BOARD_2,4,1,3374.000,1697.000,3838.000,2057.000,3606.000,1877.000,464.000,360.000,13.440000,350.053894,5.847083
1780303913.206872,,,BOARD_2,2,0,3283.000,1771.000,3519.000,2247.000,3401.000,2009.000,236.000,476.000,26.430000,6.825249,5.242083
1780303913.206872,,,BOARD_2,2,1,3475.000,1675.000,3711.000,2151.000,3593.000,1913.000,236.000,476.000,26.430000,7.700249,5.682083
1780303913.206872,,,BOARD_2,2,2,3277.000,1775.000,3397.000,2019.000,3337.000,1897.000,120.000,244.000,51.980000,6.533582,5.755417
1780303913.206872,,,BOARD_2,2,3,3405.000,1599.000,3653.000,1779.000,3529.000,1689.000,248.000,180.000,25.150000,7.408582,6.708750
1780303913.206872,,,BOARD_2,2,4,3715.000,1499.000,3951.000,1975.000,3833.000,1737.000,236.000,476.000,26.430000,8.793999,6.488750
1780303913.206872,,,BOARD_2,2,5,3653.000,1521.000,3717.000,1641.000,3685.000,1581.000,64.000,120.000,97.460000,8.119520,7.203750
1780303913.246009,,,BOARD_2,3,0,1443.000,2147.000,1679.000,2623.000,1561.000,2385.000,236.000,476.000,26.430000,341.134932,3.518750
1780303913.257228,,,BOARD_2,1,0,1061.000,1935.000,1297.000,2411.000,1179.000,2173.000,236.000,476.000,26.430000,12.182347,4.490417
1780303913.500330,,,BOARD_2,1,0,478.000,2104.000,714.000,2580.000,596.000,2342.000,236.000,476.000,26.430000,9.525446,3.715833
1780303913.500330,,,BOARD_2,1,1,206.000,2152.000,442.000,2628.000,324.000,2390.000,236.000,476.000,26.430000,8.285863,3.495833
1780303913.651313,,,BOARD_2,3,0,1059.000,2181.000,1295.000,2657.000,1177.000,2419.000,236.000,476.000,26.430000,339.384932,3.362917
1780303913.651313,,,BOARD_2,3,1,1443.000,2181.000,1679.000,2657.000,1561.000,2419.000,236.000,476.000,26.430000,341.134932,3.362917
1780303913.684025,,,BOARD_2,1,0,482.000,2121.000,718.000,2597.000,600.000,2359.000,236.000,476.000,26.430000,9.543675,3.637917
1780303913.706234,,,BOARD_2,4,0,3557.000,2209.000,3793.000,2685.000,3675.000,2447.000,236.000,476.000,26.430000,350.368347,3.234583
1780303913.706234,,,BOARD_2,4,1,3403.000,1699.000,3867.000,2059.000,3635.000,1879.000,464.000,360.000,13.440000,350.186055,5.837917
1780303913.976517,,,BOARD_2,2,0,3286.000,1794.000,3522.000,2270.000,3404.000,2032.000,236.000,476.000,26.430000,6.838921,5.136667
1780303913.976517,,,BOARD_2,2,1,3500.000,1650.000,3540.000,1702.000,3520.000,1676.000,40.000,52.000,155.930000,7.367567,6.768333
1780303913.976517,,,BOARD_2,2,2,3656.000,1527.000,3720.000,1647.000,3688.000,1587.000,64.000,120.000,97.460000,8.133192,7.176250
