timestamp,seq,mode,dt,raw_meas_count,fused_meas_count,fusion_groups,meas_count,track_count,valid_count,track_ids,valid_ids,master_id,hit_streaks,time_since_updates,track_states,cmd_az,cmd_el,gimbal_ui_az,gimbal_ui_el
1780313177.107703,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,1,,,1,0,"1:31.9775,7.5269,0.0000,0.0000",,,0.000000,0.100000
1780313177.455006,,,0.208297,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,1,,,2,0,"1:33.0854,8.2156,1.6617,1.0330",,,0.000000,0.100000
1780313177.786092,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,1,1,1,1,3,0,"1:35.3773,9.1327,4.0513,2.0201",,,0.000000,0.100000
1780313178.135739,,,0.213873,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,1,1,1,1,4,0,"1:38.4918,10.1797,5.8906,2.4706",95.892663,9.738713,0.000000,0.100000
1780313213.152832,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,2,,1,1,0,"2:28.4867,6.4406,0.0000,0.0000",99.558973,10.920886,40.100000,11.100000
1780313213.828575,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,2,,1,2,0,"2:27.6661,6.8849,-0.9783,0.5297",99.558973,10.920886,40.100000,11.100000
1780313214.181800,,,0.217328,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,1,2,2,2,3,0,"2:28.9829,7.0682,0.5832,0.5257",99.558973,10.920886,40.100000,11.100000
1780313214.502854,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,1,2,2,2,4,0,"2:31.4798,7.2756,2.4289,0.5644",88.457890,7.225953,40.100000,11.100000
1780313214.841171,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,1,2,2,2,5,0,"2:34.5510,7.4946,4.0483,0.5984",91.508466,7.444953,39.000000,11.000000
1780313215.189607,,,0.208236,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,1,2,2,2,6,0,"2:38.0852,7.6787,5.4180,0.5778",95.065527,7.674095,33.800000,9.600000
1780313235.224263,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,3,,2,1,0,"3:38.4010,4.3781,0.0000,0.0000",99.010636,7.852004,39.600000,7.200000
1780313316.734287,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,4,,2,1,0,"4:26.7594,4.4377,0.0000,0.0000",99.010636,7.852004,39.600000,7.200000
1780313347.160157,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,5,,2,1,0,"5:27.6390,13.1506,0.0000,0.0000",99.010636,7.852004,39.600000,7.200000
1780313381.793595,,,0.250000,1,1,"0:n=1,raw=0,src=BOARD_2/0",1,1,0,6,,2,1,0,"6:40.1989,8.8469,0.0000,0.0000",99.010636,7.852004,39.600000,7.200000
1780313382.129083,,,0.250000,5,3,"0:n=1,raw=0,src=BOARD_2/0;1:n=2,raw=1,4,src=BOARD_2/0,BOARD_2/0;2:n=2,raw=2,3,src=BOARD_2/0,BOARD_2/0",3,3,0,6;7;8,,2,2;1;1,0;0;0,"6:38.8530,8.3839,-2.0473,-0.7043;7:33.9235,7.8935,0.0000,0.0000;8:34.4704,7.9623,0.0000,0.0000",99.010636,7.852004,39.600000,7.200000
