timestamp,seq,mode,board,cam,meas_idx,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_cx,bbox_cy,bbox_w,bbox_h,mono_dist,meas_az,meas_el
1780296834.596765,,,BOARD_2,4,0,781.000,1781.000,1017.000,2257.000,899.000,2019.000,236.000,476.000,26.430000,337.717305,5.196250
1780296836.230370,,,BOARD_2,4,0,777.000,1775.000,1013.000,2251.000,895.000,2013.000,236.000,476.000,26.430000,337.699076,5.223750
1780296836.491422,,,BOARD_2,4,0,789.000,1771.000,1025.000,2247.000,907.000,2009.000,236.000,476.000,26.430000,337.753764,5.242083
1780296836.996565,,,BOARD_2,4,0,791.000,1791.000,1027.000,2267.000,909.000,2029.000,236.000,476.000,26.430000,337.762878,5.150417
1780296837.549782,,,BOARD_2,4,0,881.000,2197.000,1117.000,2673.000,999.000,2435.000,236.000,476.000,26.430000,338.173034,3.289583
1780296840.889192,,,BOARD_2,4,0,777.000,1774.000,1013.000,2250.000,895.000,2012.000,236.000,476.000,26.430000,337.699076,5.228333
1780296842.774991,,,BOARD_2,4,0,786.000,1777.000,1022.000,2253.000,904.000,2015.000,236.000,476.000,26.430000,337.740092,5.214583
1780296845.348998,,,BOARD_2,4,0,775.000,1773.000,1011.000,2249.000,893.000,2011.000,236.000,476.000,26.430000,337.689961,5.232917
1780296845.678725,,,BOARD_2,4,0,781.000,1773.000,1017.000,2249.000,899.000,2011.000,236.000,476.000,26.430000,337.717305,5.232917
1780296846.023964,,,BOARD_2,4,0,777.000,1783.000,1013.000,2259.000,895.000,2021.000,236.000,476.000,26.430000,337.699076,5.187083
1780296846.378904,,,BOARD_2,4,0,879.000,1853.000,1115.000,2329.000,997.000,2091.000,236.000,476.000,26.430000,338.163920,4.866250
1780296846.378904,,,BOARD_2,4,1,776.000,1775.000,1012.000,2251.000,894.000,2013.000,236.000,476.000,26.430000,337.694519,5.223750
1780296847.787647,,,BOARD_2,4,0,794.000,1779.000,1030.000,2255.000,912.000,2017.000,236.000,476.000,26.430000,337.776550,5.205417
1780296851.972284,,,BOARD_2,4,0,719.000,1510.000,759.000,1562.000,739.000,1536.000,40.000,52.000,155.930000,336.988139,7.410000
1780296853.233578,,,BOARD_2,0,0,3443.000,816.000,3574.000,907.000,3508.500,861.500,131.000,91.000,47.610000,41.547858,10.501458
1780296853.424411,,,BOARD_2,4,0,777.000,1779.000,1013.000,2255.000,895.000,2017.000,236.000,476.000,26.430000,337.699076,5.205417
1780296853.471596,,,BOARD_2,0,0,2146.000,1410.000,2185.000,1461.000,2165.500,1435.500,39.000,51.000,159.930000,35.427415,7.870625
1780296853.667193,,,BOARD_2,4,0,775.000,1785.000,1011.000,2261.000,893.000,2023.000,236.000,476.000,26.430000,337.689961,5.177917
1780296853.951839,,,BOARD_2,0,0,1646.000,1720.000,1685.000,1771.000,1665.500,1745.500,39.000,51.000,159.930000,33.148769,6.449792
1780296854.044176,,,BOARD_2,4,0,780.000,1778.000,1016.000,2254.000,898.000,2016.000,236.000,476.000,26.430000,337.712748,5.210000
1780296854.377416,,,BOARD_2,0,0,1073.000,2041.000,1112.000,2092.000,1092.500,2066.500,39.000,51.000,159.930000,30.537441,4.978542
1780296856.843273,,,BOARD_2,4,0,775.000,1773.000,1011.000,2249.000,893.000,2011.000,236.000,476.000,26.430000,337.689961,5.232917
1780296857.284463,,,BOARD_2,4,0,787.000,1785.000,1023.000,2261.000,905.000,2023.000,236.000,476.000,26.430000,337.744649,5.177917
1780296858.304501,,,BOARD_2,4,0,779.000,1779.000,1015.000,2255.000,897.000,2017.000,236.000,476.000,26.430000,337.708191,5.205417
1780296861.134866,,,BOARD_2,4,0,777.000,1787.000,1013.000,2263.000,895.000,2025.000,236.000,476.000,26.430000,337.699076,5.168750
1780296861.509563,,,BOARD_2,4,0,777.000,1781.000,1013.000,2257.000,895.000,2019.000,236.000,476.000,26.430000,337.699076,5.196250
1780296866.077893,,,BOARD_2,4,0,813.000,1756.000,1049.000,2232.000,931.000,1994.000,236.000,476.000,26.430000,337.863139,5.310833
1780296866.077893,,,BOARD_2,4,1,909.000,1980.000,1145.000,2456.000,1027.000,2218.000,236.000,476.000,26.430000,338.300639,4.284167
1780296867.625823,,,BOARD_2,4,0,907.000,1749.000,1143.000,2225.000,1025.000,1987.000,236.000,476.000,26.430000,338.291524,5.342917
1780296869.379409,,,BOARD_2,4,0,807.000,1767.000,1043.000,2243.000,925.000,2005.000,236.000,476.000,26.430000,337.835795,5.260417
1780296872.875337,,,BOARD_2,4,0,811.000,1781.000,1047.000,2257.000,929.000,2019.000,236.000,476.000,26.430000,337.854024,5.196250
1780296875.289057,,,BOARD_2,4,0,901.000,2189.000,1137.000,2665.000,1019.000,2427.000,236.000,476.000,26.430000,338.264180,3.326250
1780296876.593264,,,BOARD_2,4,0,807.000,1753.000,1043.000,2229.000,925.000,1991.000,236.000,476.000,26.430000,337.835795,5.324583
1780296876.709307,,,BOARD_2,4,0,914.000,1981.000,1150.000,2457.000,1032.000,2219.000,236.000,476.000,26.430000,338.323425,4.279583
1780296877.533729,,,BOARD_2,4,0,811.000,1767.000,1047.000,2243.000,929.000,2005.000,236.000,476.000,26.430000,337.854024,5.260417
1780296878.252099,,,BOARD_2,4,0,809.000,1769.000,1045.000,2245.000,927.000,2007.000,236.000,476.000,26.430000,337.844909,5.251250
1780296881.655208,,,BOARD_2,4,0,811.000,1769.000,1047.000,2245.000,929.000,2007.000,236.000,476.000,26.430000,337.854024,5.251250
