timestamp,seq,mode,event,track_id,meas_idx,meas_az,meas_el,pred_az,map_az,pred_el,cost,dynamic_thresh,uncertainty,p_az,p_el,hit_streak,time_since_update,reason,internal_track_id,ui_id,master_id,is_master,laser_track_id,distance,distance_source,track_laser_dist,track_laser_ts,track_laser_age,raw_bbox_x1,raw_bbox_y1,raw_bbox_x2,raw_bbox_y2,clipped_bbox_x1,clipped_bbox_y1,clipped_bbox_x2,clipped_bbox_y2,is_edge_bbox,visible_ratio
1780454063.573722,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,1841.000,1747.000,2077.000,2223.000,1841.000,1747.000,2077.000,2160.000,1,0.867647
1780454063.573722,,,NEW_TRACK,1,0,16.965134,-4.003542,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780454068.324077,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,2485.000,1821.000,2721.000,2297.000,2485.000,1821.000,2721.000,2160.000,1,0.712185
1780454068.324077,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,2490.000,1848.000,2726.000,2324.000,2490.000,1848.000,2726.000,2160.000,1,0.655462
1780454068.324077,,,MATCH_ACCEPT,1,0,3.124023,-4.204063,16.965134,,-4.003542,13.842563,37.943630,22.629086,256.037777,256.037777,1,23,,,,,,,,,,,,,,,,,,,,,
1780454078.461844,,no_packet,TRACK_DELETE,1,,,,332.662171,,-4.657053,,,,571.549553,522.650926,2,50,,,,,,,,,,,,,,,,,,,,,
1780454145.286962,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,2330.000,1727.000,2566.000,2203.000,2330.000,1727.000,2566.000,2160.000,1,0.909664
1780454145.286962,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,2327.000,1731.000,2563.000,2207.000,2327.000,1731.000,2563.000,2160.000,1,0.901261
1780454145.286962,,,NEW_TRACK,2,0,346.241514,-3.962292,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780454155.430896,,no_packet,TRACK_DELETE,2,,,,346.241514,,-3.962292,,,,1365.211874,1365.211874,1,50,,,,,,,,,,,,,,,,,,,,,
1780454163.925510,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,3399.000,1380.000,3863.000,1740.000,3399.000,1380.000,3840.000,1740.000,1,0.950431
1780454163.925510,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,3399.000,1380.000,3863.000,1740.000,3399.000,1380.000,3840.000,1740.000,1,0.950431
1780454163.925510,,,NEW_TRACK,3,0,334.415217,-2.200000,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780454174.050325,,no_packet,TRACK_DELETE,3,,,,334.415217,,-2.200000,,,,1360.314993,1360.314993,1,50,,,,,,,,,,,,,,,,,,,,,
1780454192.860421,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,-14.000,1821.000,222.000,2297.000,0.000,1821.000,222.000,2160.000,1,0.669937
1780454192.860421,,,NEW_TRACK,4,0,8.543259,-4.173125,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780454202.985376,,no_packet,TRACK_DELETE,4,,,,8.543259,,-4.173125,,,,1360.257931,1360.257931,1,50,,,,,,,,,,,,,,,,,,,,,
1780454228.106239,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,3407.000,1381.000,3871.000,1741.000,3407.000,1381.000,3840.000,1741.000,1,0.933190
1780454228.106239,,,BBOX_CLIPPED,,0,,,,,,,,,,,,,bbox_out_of_image_bounds,,,,,,,,,,,3431.000,1397.000,3895.000,1757.000,3431.000,1397.000,3840.000,1757.000,1,0.881466
1780454228.106239,,,NEW_TRACK,5,0,334.460790,-2.241250,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
1780454238.230121,,no_packet,TRACK_DELETE,5,,,,334.460790,,-2.241250,,,,1359.894700,1359.894700,1,50,,,,,,,,,,,,,,,,,,,,,
1780454261.369195,,,NEW_TRACK,6,0,7.072917,-3.025000,,,,,,,1.000000,1.000000,1,0,,,,,,,,,,,,,,,,,,,,,
